iter	Passed	Remaining
1670	16628	3273
1671	16647	3265
1672	16657	3255
1673	16677	3247
1674	16699	3240
1675	16709	3230
1676	16718	3220
1677	16728	3210
1678	16738	3200
1679	16746	3189
1680	16754	3179
1681	16763	3169
1682	16784	3161
1683	16794	3151
1684	16804	3141
1685	16815	3131
1686	16825	3121
1687	16836	3111
1688	16846	3102
1689	16854	3091
1690	16864	3081
1691	16873	3071
1692	16882	3061
1693	16893	3051
1694	16901	3041
1695	16911	3031
1696	16920	3021
1697	16929	3011
1698	16940	3001
1699	16950	2991
1700	16962	2981
1701	16972	2971
1702	16982	2961
1703	16992	2951
1704	17003	2942
1705	17012	2931
1706	17021	2921
1707	17051	2915
1708	17071	2906
1709	17081	2896
1710	17090	2886
1711	17101	2876
1712	17112	2867
1713	17121	2856
1714	17130	2846
1715	17139	2836
1716	17148	2826
1717	17159	2816
1718	17170	2806
1719	17180	2796
1720	17189	2786
1721	17198	2776
1722	17207	2766
1723	17216	2756
1724	17224	2745
1725	17233	2735
1726	17243	2725
1727	17253	2715
1728	17263	2705
1729	17274	2695
1730	17284	2685
1731	17292	2675
1732	17300	2665
1733	17309	2655
1734	17319	2645
1735	17330	2635
1736	17340	2625
1737	17348	2615
1738	17356	2604
1739	17365	2594
1740	17375	2584
1741	17395	2576
1742	17424	2569
1743	17434	2559
1744	17454	2550
1745	17464	2540
1746	17484	2532
1747	17493	2521
1748	17502	2511
1749	17511	2501
1750	17519	2491
1751	17529	2481
1752	17537	2470
1753	17546	2460
1754	17555	2450
1755	17566	2440
1756	17576	2430
1757	17584	2420
1758	17594	2410
1759	17613	2401
1760	17621	2391
1761	17632	2381
1762	17642	2371
1763	17651	2361
1764	17661	2351
1765	17672	2341
1766	17681	2331
1767	17690	2321
1768	17699	2311
1769	17708	2301
1770	17718	2291
1771	17728	2281
1772	17737	2270
1773	17745	2260
1774	17755	2250
1775	17766	2240
1776	17777	2231
1777	17788	2221
1778	17799	2211
1779	17808	2201
1780	17818	2190
1781	17827	2180
1782	17837	2170
1783	17847	2160
1784	17857	2150
1785	17866	2140
1786	17877	2130
1787	17887	2120
1788	17897	2110
1789	17907	2100
1790	17917	2090
1791	17927	2080
1792	17935	2070
1793	17946	2060
1794	17956	2050
1795	17967	2040
1796	17978	2030
1797	17989	2021
1798	17999	2011
1799	18011	2001
1800	18022	1991
1801	18031	1981
1802	18042	1971
1803	18053	1961
1804	18064	1951
1805	18075	1941
1806	18086	1931
1807	18099	1922
1808	18110	1912
1809	18123	1902
1810	18135	1892
1811	18145	1882
1812	18155	1872
1813	18166	1862
1814	18176	1852
1815	18187	1842
1816	18198	1832
1817	18208	1822
1818	18217	1812
1819	18228	1802
1820	18237	1792
1821	18247	1782
1822	18255	1772
1823	18265	1762
1824	18274	1752
1825	18284	1742
1826	18293	1732
1827	18301	1722
1828	18311	1712
1829	18320	1701
1830	18330	1691
1831	18339	1681
1832	18349	1671
1833	18359	1661
1834	18369	1651
1835	18378	1641
1836	18388	1631
1837	18408	1622
1838	18418	1612
1839	18427	1602
1840	18438	1592
1841	18447	1582
1842	18462	1572
1843	18472	1562
1844	18482	1552
1845	18494	1542
1846	18505	1532
1847	18514	1522
1848	18524	1512
1849	18535	1502
1850	18545	1492
1851	18555	1482
1852	18563	1472
1853	18573	1462
1854	18583	1452
1855	18593	1442
1856	18602	1432
1857	18636	1424
1858	18646	1414
1859	18656	1404
1860	18666	1394
1861	18676	1384
1862	18687	1374
1863	18697	1364
1864	18706	1354
1865	18716	1344
1866	18726	1334
1867	18737	1324
1868	18748	1314
1869	18758	1304
1870	18768	1294
1871	18778	1283
1872	18786	1273
1873	18796	1263
1874	18805	1253
1875	18815	1243
1876	18825	1233
1877	18835	1223
1878	18846	1213
1879	18856	1203
1880	18865	1193
1881	18874	1183
1882	18882	1173
1883	18893	1163
1884	18903	1153
1885	18914	1143
1886	18933	1133
1887	18944	1123
1888	18954	1113
1889	18964	1103
1890	18973	1093
1891	18983	1083
1892	18993	1073
1893	19002	1063
1894	19011	1053
1895	19022	1043
1896	19032	1033
1897	19041	1023
1898	19052	1013
1899	19064	1003
1900	19074	993
1901	19084	983
1902	19094	973
1903	19104	963
1904	19115	953
1905	19126	943
1906	19136	933
1907	19147	923
1908	19157	913
1909	19168	903
1910	19179	893
1911	19189	883
1912	19201	873
1913	19212	863
1914	19221	853
1915	19230	843
1916	19241	833
1917	19252	823
1918	19263	813
1919	19274	803
1920	19284	793
1921	19293	782
1922	19304	772
1923	19314	762
1924	19323	752
1925	19335	742
1926	19345	732
1927	19357	722
1928	19368	712
1929	19378	702
1930	19389	692
1931	19399	682
1932	19409	672
1933	19419	662
1934	19429	652
1935	19439	642
1936	19450	632
1937	19460	622
1938	19472	612
1939	19482	602
1940	19492	592
1941	19503	582
1942	19511	572
1943	19520	562
1944	19532	552
1945	19542	542
1946	19551	532
1947	19561	522
1948	19571	512
1949	19581	502
1950	19590	492
1951	19600	481
1952	19610	471
1953	19621	461
1954	19632	451
1955	19641	441
1956	19650	431
1957	19659	421
1958	19670	411
1959	19680	401
1960	19700	391
1961	19710	381
1962	19719	371
1963	19729	361
1964	19738	351
1965	19748	341
1966	19759	331
1967	19770	321
1968	19780	311
1969	19791	301
1970	19801	291
1971	19811	281
1972	19821	271
1973	19832	261
1974	19841	251
1975	19862	241
1976	19872	231
1977	19882	221
1978	19901	211
1979	19911	201
1980	19920	191
1981	19930	181
1982	19939	170
1983	19947	160
1984	19957	150
1985	19967	140
1986	19978	130
1987	19987	120
1988	19996	110
1989	20006	100
1990	20015	90
1991	20024	80
1992	20035	70
1993	20044	60
1994	20055	50
1995	20065	40
1996	20075	30
1997	20084	20
1998	20094	10
1999	20104	0
