iter	RMSE
1683	123873.9494
1684	123816.8261
1685	123764.5405
1686	123734.717
1687	123696.5657
1688	123685.0087
1689	123664.6401
1690	123645.3187
1691	123599.3467
1692	123561.8956
1693	123523.6513
1694	123494.9257
1695	123436.3705
1696	123412.1856
1697	123366.5899
1698	123332.5392
1699	123306.4217
1700	123302.6571
1701	123250.663
1702	123193.7983
1703	123167.5149
1704	123156.2548
1705	123133.2097
1706	123099.1534
1707	123044.0491
1708	122985.7696
1709	122959.5338
1710	122930.6278
1711	122914.4305
1712	122879.7742
1713	122859.142
1714	122816.9741
1715	122767.3766
1716	122686.4865
1717	122682.2312
1718	122611.8547
1719	122537.6508
1720	122494.1154
1721	122428.5035
1722	122402.3526
1723	122381.267
1724	122290.1362
1725	122261.3021
1726	122234.6996
1727	122185.0161
1728	122167.2409
1729	122115.8259
1730	122074.7062
1731	122054.004
1732	122012.8162
1733	121961.1434
1734	121938.2284
1735	121926.4642
1736	121907.7597
1737	121858.4624
1738	121814.1082
1739	121774.7858
1740	121752.5886
1741	121707.8442
1742	121661.9852
1743	121613.3221
1744	121581.6171
1745	121555.6615
1746	121514.7018
1747	121484.8388
1748	121416.502
1749	121394.9529
1750	121356.8094
1751	121310.6545
1752	121245.8712
1753	121232.5963
1754	121191.1977
1755	121127.6228
1756	121090.9104
1757	121053.6922
1758	121051.0276
1759	120917.0577
1760	120911.8009
1761	120895.2015
1762	120840.9169
1763	120803.8083
1764	120793.1223
1765	120751.0221
1766	120710.5287
1767	120679.961
1768	120657.4029
1769	120594.3956
1770	120526.7791
1771	120507.6588
1772	120444.4668
1773	120422.018
1774	120402.7192
1775	120355.1958
1776	120306.1248
1777	120250.8031
1778	120191.5066
1779	120119.9861
1780	120069.0641
1781	120045.3971
1782	120021.8792
1783	120015.8098
1784	119946.0818
1785	119916.0688
1786	119894.0643
1787	119865.2905
1788	119825.9399
1789	119720.1118
1790	119687.7997
1791	119596.442
1792	119552.0966
1793	119492.1107
1794	119457.3202
1795	119417.7671
1796	119383.2743
1797	119353.5125
1798	119292.5967
1799	119215.8504
1800	119203.0367
1801	119135.1976
1802	119120.972
1803	119065.8174
1804	119022.6721
1805	118982.271
1806	118940.5711
1807	118917.1755
1808	118905.2364
1809	118856.9104
1810	118830.7115
1811	118795.0261
1812	118702.534
1813	118684.817
1814	118621.4887
1815	118595.3221
1816	118577.2407
1817	118567.1516
1818	118564.9794
1819	118530.3264
1820	118469.0064
1821	118422.2166
1822	118390.9707
1823	118377.9211
1824	118351.4328
1825	118239.3194
1826	118185.9933
1827	118149.372
1828	118136.1146
1829	118084.3423
1830	118058.176
1831	118019.2306
1832	117985.289
1833	117966.5391
1834	117929.2425
1835	117907.4269
1836	117894.6712
1837	117834.5173
1838	117807.611
1839	117767.0911
1840	117747.1839
1841	117688.1514
1842	117612.5937
1843	117584.1012
1844	117560.8839
1845	117521.6073
1846	117466.9811
1847	117430.2864
1848	117409.986
1849	117369.6872
1850	117348.9371
1851	117326.4822
1852	117298.4665
1853	117252.5693
1854	117209.7361
1855	117188.1996
1856	117167.9241
1857	117127.8847
1858	117089.8728
1859	117087.0716
1860	117081.1804
1861	117055.3488
1862	116988.3645
1863	116972.5068
1864	116959.7616
1865	116919.8238
1866	116874.2623
1867	116786.6874
1868	116732.4972
1869	116712.4091
1870	116673.3014
1871	116629.7968
1872	116593.2948
1873	116582.1484
1874	116561.9079
1875	116531.6496
1876	116498.5892
1877	116482.2222
1878	116415.6832
1879	116383.3329
1880	116378.0308
1881	116348.6626
1882	116302.8114
1883	116279.9973
1884	116246.6835
1885	116179.6811
1886	116157.2333
1887	116124.8456
1888	116081.8738
1889	116061.964
1890	116040.8799
1891	115998.061
1892	115956.8758
1893	115886.8143
1894	115813.7232
1895	115782.4266
1896	115753.5749
1897	115710.8767
1898	115675.8058
1899	115626.5619
1900	115605.6031
1901	115539.2419
1902	115502.0553
1903	115483.0031
1904	115421.2035
1905	115386.1862
1906	115376.0383
1907	115361.5382
1908	115329.9126
1909	115297.3674
1910	115276.0738
1911	115246.9017
1912	115220.208
1913	115197.0461
1914	115181.269
1915	115126.4192
1916	115117.8176
1917	115085.5142
1918	115065.1673
1919	115030.096
1920	115026.9592
1921	115015.381
1922	114993.1367
1923	114954.397
1924	114930.4259
1925	114881.3397
1926	114854.2114
1927	114813.471
1928	114779.8165
1929	114735.8509
1930	114701.3969
1931	114668.7594
1932	114644.5065
1933	114621.6386
1934	114566.1816
1935	114528.1752
1936	114520.7111
1937	114491.5353
1938	114439.8447
1939	114426.8358
1940	114412.8218
1941	114373.9547
1942	114350.2438
1943	114319.5292
1944	114307.3623
1945	114272.0671
1946	114241.6512
1947	114227.2024
1948	114223.161
1949	114213.0667
1950	114141.2906
1951	114086.3891
1952	114064.1293
1953	114056.8814
1954	114030.6807
1955	113973.8842
1956	113961.5282
1957	113904.4246
1958	113863.8292
1959	113839.8294
1960	113796.7674
1961	113766.8607
1962	113737.0332
1963	113663.6752
1964	113619.8009
1965	113600.5161
1966	113557.5156
1967	113519.0788
1968	113488.0012
1969	113471.7037
1970	113460.067
1971	113426.5063
1972	113383.0788
1973	113373.3379
1974	113338.4027
1975	113328.8518
1976	113310.8144
1977	113278.6807
1978	113251.1137
1979	113220.1836
1980	113184.1559
1981	113142.0809
1982	113125.7072
1983	113093.9447
1984	113092.2759
1985	112996.5759
1986	112986.4133
1987	112952.7258
1988	112918.4506
1989	112889.2831
1990	112853.5508
1991	112791.9636
1992	112764.0888
1993	112726.5847
1994	112699.1993
1995	112675.4129
1996	112619.4757
1997	112612.4349
1998	112570.5782
1999	112500.9197
