iter	RMSE
236	237223.1184
237	237072.7657
238	236850.713
239	236515.6745
240	236426.9542
241	236189.1761
242	236096.2497
243	235831.9895
244	235633.8911
245	235460.4686
246	235067.037
247	234832.8674
248	234783.5112
249	234603.922
250	234401.8172
251	234185.5208
252	234022.3813
253	233786.4295
254	233708.9339
255	233569.6907
256	233156.8821
257	232973.3522
258	232735.9798
259	232627.5847
260	232576.2894
261	232413.6895
262	232240.0326
263	232010.6488
264	231793.3885
265	231581.6292
266	231389.0402
267	231227.7772
268	231166.2384
269	230772.6235
270	230526.1678
271	230488.1011
272	230302.1285
273	230222.3445
274	230143.0954
275	229978.6657
276	229791.8137
277	229599.5107
278	229332.5792
279	229326.0892
280	229020.1449
281	228979.7386
282	228798.335
283	228763.9939
284	228540.7132
285	228515.4657
286	228193.0941
287	228018.7452
288	227832.7613
289	227739.6918
290	227532.8066
291	227368.373
292	227229.6062
293	227188.3763
294	227126.3392
295	227073.3977
296	226889.8549
297	226724.7479
298	226558.6027
299	226517.6092
300	226411.182
301	226221.9422
302	226068.6611
303	225892.0993
304	225715.4723
305	225437.5994
306	225325.9568
307	225293.0289
308	225110.0202
309	224923.0624
310	224730.7609
311	224542.1811
312	224400.928
313	224349.5655
314	224167.9037
315	224040.8509
316	223908.7716
317	223746.4254
318	223520.9721
319	223285.1404
320	223278.5797
321	223247.6771
322	223073.8542
323	223020.3336
324	222753.5926
325	222647.3452
326	222597.5159
327	222445.5812
328	222260.4673
329	222214.5891
330	221995.7095
331	221835.9789
332	221706.9158
333	221523.7988
334	221413.7742
335	221168.1525
336	220811.8522
337	220685.5606
338	220561.1038
339	220523.9769
340	220519.8095
341	220266.1132
342	220056.232
343	219885.036
344	219714.2841
345	219655.9105
346	219612.1346
347	219552.2907
348	219518.4846
349	219512.8663
350	219246.5692
351	219205.8603
352	219010.8734
353	218874.521
354	218715.7213
355	218686.9421
356	218523.7211
357	218363.6064
358	218224.0647
359	218084.3567
360	217949.8982
361	217706.1284
362	217517.665
363	217455.4766
364	217270.5068
365	217058.9758
366	217008.2168
367	216828.0127
368	216642.865
369	216637.6861
370	216464.652
371	216459.7071
372	216346.2866
373	216206.2746
374	216099.6615
375	215944.9976
376	215853.2458
377	215794.3571
378	215625.6543
379	215437.9622
380	215353.9853
381	215123.6713
382	214940.8763
383	214756.6109
384	214696.588
385	214594.4994
386	214543.112
387	214358.8947
388	214288.3925
389	214263.7168
390	214150.931
391	213981.5537
392	213802.7571
393	213748.883
394	213572.9124
395	213382.0113
396	213286.1304
397	213229.9956
398	213122.0459
399	213006.2377
400	212925.8973
401	212839.7295
402	212552.2754
403	212330.5767
404	212196.667
405	212084.4311
406	212014.6675
407	211804.5531
408	211641.0901
409	211468.0531
410	211333.377
411	211181.2161
412	211103.4022
413	211087.1294
414	210979.2477
415	210862.006
416	210708.4931
417	210516.5512
418	210425.4458
419	210368.991
420	210078.2164
421	210019.4851
422	209850.6826
423	209759.3287
424	209494.2791
425	209361.7716
426	209236.9711
427	209106.5674
428	208978.1786
429	208913.7653
430	208778.1008
431	208629.2088
432	208597.7577
433	208563.8264
434	208410.4174
435	208133.7908
436	207993.7808
437	207922.4112
438	207865.8544
439	207776.4638
440	207690.5407
441	207520.694
442	207451.9298
443	207362.5162
444	207198.5437
445	207033.9384
446	207016.9277
447	206918.8188
448	206695.8556
449	206668.2398
450	206650.0557
451	206557.048
452	206539.3493
453	206405.1891
454	206303.5873
455	206059.6913
456	206014.2337
457	205904.6056
458	205670.1674
459	205567.8651
460	205503.7281
461	205474.7031
462	205372.806
463	205246.8428
464	205214.9166
465	205164.2685
466	204962.4873
467	204880.8498
468	204822.2464
469	204693.2752
470	204580.7531
471	204443.8925
472	204279.9984
473	204214.5521
474	204178.5785
475	204024.4103
476	203870.2927
477	203713.0802
478	203587.674
479	203385.5754
480	203298.9826
481	203157.6338
482	203015.7697
483	202901.0334
484	202780.3531
485	202712.3292
486	202552.241
487	202456.0981
488	202307.8506
489	202176.8388
490	202006.9975
491	201845.5546
492	201659.3078
493	201485.4257
494	201374.3126
495	201187.777
496	200986.9335
497	200958.8158
498	200766.3695
499	200652.4967
500	200600.921
501	200515.3402
502	200316.3936
503	200255.8133
504	200237.3539
505	200033.4201
506	200017.5746
507	199828.9092
508	199768.2673
509	199686.4817
510	199509.7579
511	199335.5332
512	199228.9127
513	199114.406
514	199000.6537
515	198946.9134
516	198837.5986
517	198787.4274
518	198656.1249
519	198595.3201
520	198381.1407
521	198318.8023
522	198304.5089
523	198185.8805
524	198141.2168
525	197963.647
526	197893.0654
527	197749.4022
528	197731.5693
529	197653.3802
530	197506.2529
531	197417.1366
532	197306.1784
533	197217.9576
534	196981.0236
535	196931.4494
536	196910.2797
537	196750.6614
538	196736.9192
539	196594.8488
540	196505.6036
541	196417.5382
542	196273.0626
543	196241.4946
544	196153.9565
545	196070.149
546	196002.6918
547	195986.8078
548	195867.8198
549	195754.5072
550	195684.1791
551	195589.8731
552	195478.5741
553	195367.9624
554	195346.8841
555	195193.5814
556	194984.1987
557	194901.7407
558	194816.4009
559	194800.885
560	194694.3136
561	194585.1833
562	194404.2186
563	194323.8956
564	194213.0549
565	194030.2228
566	193861.2851
567	193791.3167
568	193604.904
569	193505.8391
570	193389.9383
571	193279.2054
572	193183.1909
573	192985.8287
574	192962.2798
575	192795.9503
576	192634.4874
577	192534.1152
578	192415.8605
579	192324.9784
580	192232.8503
581	192154.0493
582	192129.8048
583	192066.849
584	191912.7866
585	191770.7791
586	191589.9729
587	191481.8159
588	191320.2745
589	191205.2755
590	191056.6188
591	190828.4066
592	190706.3008
593	190677.9295
594	190652.9335
595	190588.5483
596	190565.8132
597	190525.1943
598	190469.3486
599	190394.3228
600	190283.2914
601	190192.3159
602	190111.7351
603	190085.3465
604	189989.4407
605	189905.4649
606	189810.3465
607	189670.8735
608	189501.2949
609	189453.9796
610	189309.661
611	189223.6733
612	189174.7869
613	189020.9462
614	188996.5745
615	188867.0527
616	188754.8736
617	188708.7962
618	188558.9879
619	188499.762
620	188371.917
621	188167.8514
622	188051.2591
623	187950.8071
624	187771.743
625	187668.1466
626	187576.5042
627	187441.7612
628	187306.8974
629	187134.8124
630	187038.2713
631	186923.668
632	186798.6767
633	186744.4381
634	186653.728
635	186616.7625
636	186595.5451
637	186474.5471
638	186428.4206
639	186280.9754
640	186267.591
641	186174.1978
642	186086.2961
643	185924.921
644	185802.3072
645	185649.7247
646	185515.9622
647	185435.2174
648	185249.1484
649	185196.3436
650	185123.6129
651	184982.2508
652	184938.1885
653	184858.1187
654	184715.8321
655	184580.8071
656	184512.5976
657	184409.9983
658	184282.0993
659	184120.16
660	184043.0642
661	183918.4111
662	183784.1025
663	183650.9902
664	183448.9046
665	183313.8799
666	183202.4843
667	183033.4804
668	182926.7018
669	182863.1103
670	182704.8824
671	182599.5985
672	182555.7723
673	182446.9848
674	182320.5777
675	182219.328
676	182164.1038
677	181935.1595
678	181855.2494
679	181712.8989
680	181605.9513
681	181546.182
682	181498.8339
683	181408.9194
684	181270.3041
685	181158.0089
686	181050.2973
687	180990.0647
688	180926.9388
689	180895.0633
690	180809.084
691	180765.2232
692	180722.0905
693	180602.0373
694	180594.3092
695	180469.3714
696	180450.6035
697	180384.6304
698	180360.8808
699	180324.6483
700	180242.8498
701	180100.4492
702	180072.9391
703	180047.8367
704	179949.4632
705	179871.0954
706	179838.5442
707	179713.9472
708	179677.9061
709	179661.3966
710	179616.1173
711	179465.0814
712	179409.0223
713	179225.59
714	179168.1731
715	179092.3609
716	179045.6983
717	178954.7672
718	178918.3833
719	178832.1344
720	178745.7415
721	178716.4439
722	178583.351
723	178511.8305
724	178454.8385
725	178402.2715
726	178318.3978
727	178284.747
728	178235.7632
729	178176.3885
730	178048.6185
731	177981.0444
732	177936.9607
733	177906.2615
734	177855.053
735	177724.0405
736	177607.7592
737	177565.5238
738	177431.4407
739	177325.517
740	177237.0658
741	177142.0671
742	177122.7158
743	177091.2723
744	177024.1351
745	176826.5641
746	176731.9832
747	176652.6602
748	176587.6812
749	176563.743
750	176486.4312
751	176454.8935
752	176317.0727
753	176211.0891
754	176195.9219
755	176152.4996
756	176032.3626
757	175939.414
758	175834.8701
759	175803.1756
760	175701.7141
761	175590.5026
762	175577.9236
763	175478.0505
764	175362.1717
765	175261.3654
766	175245.952
767	175168.6983
768	175124.5098
769	174983.1756
770	174889.2817
771	174808.7698
772	174715.0737
773	174634.5583
774	174561.6325
775	174444.5761
776	174350.8345
777	174241.6892
778	174174.7849
779	174022.9725
780	173912.7653
781	173812.8077
782	173765.0239
783	173737.9927
784	173647.8671
785	173496.2398
786	173435.7494
787	173356.5722
788	173334.4679
789	173180.8316
790	173082.7884
791	172945.1888
792	172793.9404
793	172760.6504
794	172628.1428
795	172485.569
796	172470.8952
797	172352.8657
798	172328.7799
799	172230.1563
800	172164.8841
801	172113.9627
802	172086.4274
803	172049.2411
804	171965.4048
805	171890.7786
806	171820.8257
807	171703.0252
808	171598.5606
809	171491.6961
810	171430.0621
811	171313.7447
812	171247.5956
813	171213.6772
814	171197.2295
815	171129.9239
816	171069.2527
817	170986.5654
818	170890.2138
819	170780.7897
820	170713.654
821	170595.6818
822	170482.4546
823	170392.0697
824	170308.4982
825	170251.4524
826	170213.9867
827	170130.0169
828	170104.3088
829	170059.6282
830	169946.5631
831	169845.0437
832	169750.3613
833	169639.032
834	169586.3007
835	169503.663
836	169475.88
837	169357.7784
838	169341.6139
839	169313.8932
840	169166.3158
841	169033.2972
842	168960.8896
843	168899.9485
844	168743.3428
845	168689.614
846	168652.7183
847	168539.66
848	168392.9763
849	168312.5481
850	168274.6207
851	168192.3535
852	168104.1091
853	168062.7953
854	167944.8958
855	167884.3595
856	167821.6202
857	167781.6317
858	167706.27
859	167632.6622
860	167522.4558
861	167442.5952
862	167362.441
863	167300.6126
864	167286.5651
865	167176.0932
866	167086.4293
867	166955.8386
868	166913.4895
869	166834.8428
870	166754.1273
871	166701.8306
872	166584.1591
873	166502.5072
874	166383.7118
875	166312.7962
876	166251.8408
877	166214.6143
878	166160.7415
879	166104.6928
880	166036.3246
881	165939.8672
882	165867.2384
883	165781.4354
884	165714.0873
885	165647.2379
886	165587.0986
887	165510.6895
888	165445.7109
889	165347.0801
890	165304.8118
891	165188.4137
892	165116.3749
893	165075.739
894	165043.9424
895	164983.3471
896	164938.7174
897	164880.8267
898	164814.9767
899	164749.1782
900	164732.753
901	164645.5174
902	164582.4707
903	164481.7317
904	164417.0903
905	164388.18
906	164307.3253
907	164176.2498
908	164118.6199
909	164088.2974
910	164042.395
911	163982.8441
912	163909.4305
913	163837.2322
914	163775.1073
915	163768.1039
916	163703.1536
917	163634.482
918	163551.536
919	163491.2044
920	163427.9206
921	163392.9574
922	163344.9963
923	163292.4493
924	163265.8127
925	163206.7846
926	163156.6127
927	163053.3252
928	162995.3016
929	162985.7539
930	162912.5018
931	162831.6814
932	162796.7937
933	162754.0061
934	162734.355
935	162644.253
936	162633.8243
937	162536.5321
938	162371.8458
939	162354.8868
940	162290.0815
941	162170.9573
942	162122.8662
943	162006.4082
944	161917.8161
945	161862.0488
946	161796.0154
947	161739.1468
948	161634.6724
949	161585.9047
950	161440.7992
951	161407.5436
952	161330.3097
953	161208.3596
954	161142.7152
955	161083.8215
956	161043.6394
957	160957.5322
958	160868.0984
959	160801.0885
960	160748.6894
961	160740.3761
962	160654.6175
963	160570.5663
964	160554.5903
965	160522.862
966	160423.3454
967	160305.6921
968	160244.3951
969	160156.9484
970	160023.6057
971	159970.223
972	159942.2508
973	159930.8685
974	159905.7503
975	159878.5632
976	159749.0193
977	159688.5649
978	159612.1812
979	159550.1109
980	159493.643
981	159435.605
982	159390.9421
983	159354.5683
984	159235.5224
985	159213.8899
986	159102.8935
987	158923.0253
988	158803.0886
989	158775.5359
990	158649.1963
991	158640.8049
992	158561.5428
993	158459.7471
994	158360.125
995	158239.8385
996	158225.3915
997	158215.7691
998	158167.4012
999	158061.6828
1000	157968.5508
1001	157905.348
1002	157816.5233
1003	157728.5177
1004	157659.2789
1005	157582.2091
1006	157492.3352
1007	157416.2383
1008	157354.0127
1009	157301.628
1010	157234.6377
1011	157146.0102
1012	157093.2074
1013	157082.6987
1014	157050.2511
1015	156976.9648
1016	156900.8669
1017	156870.6206
1018	156787.2502
1019	156766.7049
1020	156734.9553
1021	156663.6903
1022	156601.3698
1023	156533.2281
1024	156411.5729
1025	156387.9938
1026	156313.6217
1027	156241.625
1028	156217.2964
1029	156176.5657
1030	156146.8064
1031	156042.4446
1032	155993.3538
1033	155911.3354
1034	155864.7897
1035	155746.0049
1036	155697.4971
1037	155667.4117
1038	155515.2613
1039	155467.2313
1040	155411.6079
1041	155367.3762
1042	155267.1985
1043	155214.9272
1044	155154.0333
1045	155083.5766
1046	154964.9017
1047	154919.875
1048	154866.103
1049	154801.0447
1050	154770.2349
1051	154699.9567
1052	154659.4038
1053	154629.0722
1054	154560.2892
1055	154487.2052
1056	154398.1415
1057	154352.9981
1058	154279.4496
1059	154193.3571
1060	154171.5971
1061	154092.4472
1062	154025.5322
1063	153958.6698
1064	153914.4132
1065	153898.5975
1066	153788.8519
1067	153714.6718
1068	153656.7287
1069	153584.1973
1070	153529.0164
1071	153506.5978
1072	153423.9833
1073	153377.9278
1074	153310.6939
1075	153292.9272
1076	153270.4951
1077	153248.3837
1078	153190.3469
1079	153153.3027
1080	153137.6628
1081	153119.0467
1082	153062.5388
1083	153031.0379
1084	152933.7967
1085	152891.2251
1086	152867.1092
1087	152776.8052
1088	152681.1911
1089	152628.3539
1090	152568.976
1091	152511.7342
1092	152456.7836
1093	152415.4656
1094	152334.7835
1095	152314.6507
1096	152247.7118
1097	152188.1801
1098	152134.9487
1099	152051.9421
1100	152021.8824
1101	151967.9222
1102	151884.1598
1103	151807.311
1104	151735.9348
1105	151678.6277
1106	151641.4911
1107	151570.7545
1108	151516.4189
1109	151417.6389
1110	151312.3584
1111	151285.507
1112	151233.6555
1113	151161.6818
1114	151078.2835
1115	151005.5671
1116	150947.9295
1117	150938.8806
1118	150912.0999
1119	150856.5158
1120	150797.0715
1121	150741.9846
1122	150700.7975
1123	150634.9298
1124	150543.9372
1125	150445.2947
1126	150380.504
1127	150282.9782
1128	150245.447
1129	150198.4729
1130	150153.8878
1131	150034.4138
1132	150024.6571
1133	149967.5616
1134	149936.7358
1135	149901.0834
1136	149842.3305
1137	149756.6477
1138	149683.4796
1139	149656.0623
1140	149597.2161
1141	149552.525
1142	149465.532
1143	149406.3998
1144	149357.7749
1145	149282.0538
1146	149233.1917
1147	149219.6045
1148	149190.7931
1149	149100.0284
1150	149060.4904
1151	149015.2148
1152	148913.2509
1153	148822.0783
1154	148766.4578
1155	148674.4131
1156	148614.2008
1157	148576.9628
1158	148482.6413
1159	148472.831
1160	148385.9478
1161	148293.7162
1162	148221.7704
1163	148207.2669
1164	148177.36
1165	148038.2429
1166	148016.2125
1167	147934.8529
1168	147869.5456
1169	147833.8233
1170	147793.4815
1171	147727.5333
1172	147680.8808
1173	147599.3095
1174	147550.9003
1175	147481.2233
1176	147443.3392
1177	147395.635
1178	147316.6384
1179	147300.9077
1180	147269.3975
1181	147197.6096
1182	147148.5982
1183	147083.4327
1184	147007.4775
1185	146979.8825
1186	146941.0905
1187	146885.7465
1188	146797.3056
1189	146736.5891
1190	146716.2196
1191	146684.1245
1192	146608.6372
1193	146531.7858
1194	146499.2063
1195	146440.4342
1196	146381.8488
1197	146333.9426
1198	146324.9492
1199	146297.4937
1200	146256.0506
1201	146232.255
1202	146192.3247
1203	146171.4719
1204	146112.0702
1205	146070.3876
1206	145966.1926
1207	145910.956
1208	145859.101
1209	145772.6074
1210	145740.1032
1211	145664.1056
1212	145632.8199
1213	145587.2349
1214	145526.2994
1215	145490.5791
1216	145428.5137
1217	145401.7842
1218	145312.3489
1219	145283.6334
1220	145276.4871
1221	145236.9462
1222	145118.546
1223	145090.6055
1224	145054.9408
1225	145031.5938
1226	144983.4771
1227	144925.7004
1228	144849.0142
1229	144799.721
1230	144766.6067
1231	144740.7884
1232	144682.2845
1233	144555.5761
1234	144488.7734
1235	144365.8922
1236	144329.3003
1237	144226.7647
1238	144152.7358
1239	144092.6801
1240	144047.7442
1241	144005.6176
1242	143981.2504
1243	143932.1383
1244	143875.8735
1245	143814.1746
1246	143758.6259
1247	143745.0451
1248	143669.351
1249	143653.7554
1250	143621.0704
1251	143593.7943
1252	143560.5678
1253	143516.1876
1254	143454.0759
1255	143431.1498
1256	143333.8408
1257	143264.1593
1258	143156.7618
1259	143117.1189
1260	143060.0468
1261	143029.9322
1262	142974.6
1263	142867.7493
1264	142845.2131
1265	142800.3859
1266	142762.5101
1267	142727.8432
1268	142665.3308
1269	142600.2814
1270	142567.972
1271	142563.8509
1272	142551.8575
1273	142495.2618
1274	142424.5858
1275	142372.335
1276	142299.0635
1277	142236.5709
1278	142191.8556
1279	142171.4362
1280	142128.1876
1281	141989.3956
1282	141926.1718
1283	141876.5172
1284	141836.475
1285	141783.698
1286	141706.633
1287	141665.4554
1288	141628.6202
1289	141593.6987
1290	141534.1986
1291	141494.9495
1292	141429.8191
1293	141401.4716
1294	141356.4695
1295	141300.7181
1296	141251.0084
1297	141223.853
1298	141182.1122
1299	141096.7279
1300	141062.5693
1301	141017.8421
1302	141001.6237
1303	140979.1158
1304	140904.5708
1305	140881.2457
1306	140852.8037
1307	140767.2013
1308	140721.8948
1309	140678.2869
1310	140613.8894
1311	140567.6132
1312	140513.2134
1313	140466.3926
1314	140412.8982
1315	140373.312
1316	140340.473
1317	140261.4286
1318	140195.5484
1319	140119.6176
1320	140045.2682
1321	139964.1447
1322	139863.1684
1323	139811.4952
1324	139767.1139
1325	139688.262
1326	139675.6222
1327	139663.7662
1328	139634.6654
1329	139580.6739
1330	139559.7738
1331	139518.4271
1332	139413.7833
1333	139326.8375
1334	139272.4503
1335	139196.3069
1336	139156.3766
1337	139130.8463
1338	139080.8203
1339	138961.6333
1340	138932.5996
1341	138872.6955
1342	138847.453
1343	138807.8184
1344	138797.424
1345	138770.3777
1346	138676.8348
1347	138563.3362
1348	138541.4817
1349	138510.1868
1350	138422.5402
1351	138397.1938
1352	138323.5401
1353	138293.6228
1354	138237.4506
1355	138159.0429
1356	138107.6498
1357	138057.6789
1358	138027.4908
1359	138009.4946
1360	137970.3093
1361	137915.4524
1362	137912.3081
1363	137867.8881
1364	137854.2903
1365	137812.9416
1366	137773.504
1367	137743.9469
1368	137712.8534
1369	137624.4189
1370	137563.3819
1371	137524.2274
1372	137486.3773
1373	137432.9055
1374	137393.7162
1375	137311.3877
1376	137297.644
1377	137242.7565
1378	137195.7958
1379	137167.0146
1380	137075.8255
1381	137006.82
1382	136979.3887
1383	136938.1605
1384	136821.3214
1385	136761.1671
1386	136709.5903
1387	136634.2603
1388	136613.3065
1389	136566.4778
1390	136525.2752
1391	136461.0013
1392	136448.1896
1393	136422.0845
1394	136352.3117
1395	136306.0888
1396	136272.4253
1397	136205.4369
1398	136183.0522
1399	136138.9313
1400	136099.117
1401	136036.2098
1402	135937.5333
1403	135909.5353
1404	135848.2679
1405	135757.4812
1406	135698.0469
1407	135644.3872
1408	135634.939
1409	135572.8024
1410	135502.8537
1411	135459.5654
1412	135417.9938
1413	135387.6135
1414	135323.0045
1415	135291.5335
1416	135251.112
1417	135244.5204
1418	135206.5013
1419	135176.8342
1420	135129.0189
1421	135103.7115
1422	135053.2034
1423	134979.7798
1424	134944.9224
1425	134907.8822
1426	134857.652
1427	134812.0724
1428	134727.7536
1429	134689.6711
1430	134659.616
1431	134631.0659
1432	134576.2865
1433	134542.3214
1434	134515.0295
1435	134459.7097
1436	134423.1774
1437	134382.1747
1438	134368.018
1439	134338.3924
1440	134274.7527
1441	134224.6845
1442	134175.4712
1443	134095.9271
1444	134039.8869
1445	134012.2276
1446	133983.276
1447	133919.1822
1448	133840.2748
1449	133811.3638
1450	133797.7128
1451	133723.6763
1452	133690.3084
1453	133655.6432
1454	133605.7876
1455	133529.6873
1456	133498.567
1457	133433.4329
1458	133417.1139
1459	133364.0823
1460	133299.952
1461	133269.839
1462	133227.9795
1463	133202.6285
1464	133139.0748
1465	133042.8069
1466	132970.0929
1467	132912.2907
1468	132853.2129
1469	132788.8325
1470	132762.383
1471	132737.4109
1472	132683.9726
1473	132645.9625
1474	132613.1186
1475	132543.2701
1476	132519.612
1477	132480.8676
1478	132431.1132
1479	132357.3318
1480	132314.1141
1481	132282.1554
1482	132270.795
1483	132243.9238
1484	132180.1585
1485	132128.4842
1486	132091.2728
1487	132062.6847
1488	132057.4353
1489	132020.7612
1490	131945.7186
1491	131929.1236
1492	131878.7174
1493	131847.5957
1494	131819.2309
1495	131750.9078
1496	131725.5001
1497	131639.7171
1498	131575.7196
1499	131544.8254
1500	131484.7537
1501	131369.9396
1502	131292.7035
1503	131247.6724
1504	131181.9784
1505	131101.055
1506	131058.092
1507	130979.5797
1508	130933.263
1509	130916.1562
1510	130852.0364
1511	130823.3159
1512	130744.0481
1513	130723.6061
1514	130700.4102
1515	130673.8507
1516	130639.8248
1517	130590.6748
1518	130551.1909
1519	130525.5714
1520	130475.4968
1521	130421.822
1522	130376.3351
1523	130288.908
1524	130231.4921
1525	130177.5715
1526	130139.7098
1527	130107.4135
1528	130025.0049
1529	130001.2901
1530	129942.9765
1531	129886.9305
1532	129843.583
1533	129823.7975
1534	129732.4413
1535	129719.0009
1536	129706.3016
1537	129622.5215
1538	129603.2962
1539	129546.3148
1540	129535.5924
1541	129516.8456
1542	129449.3673
1543	129423.7485
1544	129399.9714
1545	129389.2251
1546	129364.0344
1547	129325.3243
1548	129260.8392
1549	129212.5011
1550	129134.6026
1551	129020.9898
1552	128933.9528
1553	128876.2356
1554	128774.9096
1555	128708.4731
1556	128672.4344
1557	128652.6065
1558	128642.0006
1559	128566.4505
1560	128495.1194
1561	128412.1051
1562	128382.6107
1563	128342.7277
1564	128293.9042
1565	128281.2682
1566	128272.435
1567	128211.8076
1568	128166.6184
1569	128113.7225
1570	128075.9602
1571	128062.8738
1572	128057.6913
1573	128025.3269
1574	127986.2886
1575	127973.904
1576	127911.2308
1577	127880.1541
1578	127837.3329
1579	127761.9469
1580	127731.0839
1581	127683.9302
1582	127645.4828
1583	127600.4261
1584	127552.0213
1585	127492.5785
1586	127449.8865
1587	127396.5033
1588	127369.9746
1589	127329.4173
1590	127307.9414
1591	127293.4339
1592	127261.8726
1593	127245.2191
1594	127194.2997
1595	127190.0379
1596	127169.0494
1597	127121.1126
1598	127078.4438
1599	127053.6851
1600	126973.445
1601	126925.1267
1602	126893.7289
1603	126867.3801
1604	126799.7466
1605	126742.31
1606	126719.423
1607	126672.9223
1608	126646.4177
1609	126627.8194
1610	126564.2321
1611	126523.2005
1612	126456.1931
1613	126424.3585
1614	126389.3256
1615	126359.3437
1616	126348.1184
1617	126321.9622
1618	126280.3902
1619	126264.5708
1620	126252.8251
1621	126193.0973
1622	126173.6092
1623	126150.1136
1624	126113.3482
1625	126106.7034
1626	126055.6544
1627	126029.456
1628	126004.2322
1629	125971.284
1630	125931.5392
1631	125899.9531
1632	125854.8394
1633	125833.3937
1634	125797.7521
1635	125780.2484
1636	125726.6837
1637	125694.3511
1638	125640.4139
1639	125589.9321
1640	125576.6799
1641	125551.3691
1642	125491.5435
1643	125419.9193
1644	125394.0371
1645	125364.6721
1646	125321.1403
1647	125281.4408
1648	125264.6958
1649	125249.2752
1650	125186.8806
1651	125146.0955
1652	125095.6546
1653	125055.7416
1654	125043.634
1655	124929.2723
1656	124878.1039
1657	124862.627
1658	124850.4479
1659	124827.1139
1660	124804.1422
1661	124750.4791
1662	124712.0509
1663	124642.4567
1664	124619.965
1665	124597.1231
1666	124569.383
1667	124535.463
1668	124503.5761
1669	124442.2934
1670	124433.4367
1671	124371.5892
1672	124351.222
1673	124323.1131
1674	124306.7769
1675	124267.8922
1676	124218.7716
1677	124140.4777
1678	124095.7943
1679	124066.5309
1680	124009.8037
1681	123972.1512
1682	123924.0139
